* File generated by WRT_WOUDC,Ver. Mar-2010
* 'na' means not available

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2018-03-15,DWD-MOHp,0.0,wolfgang.steinbrecht@dwd.de

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,099,Hohenpeissenberg,DEU,10962

#INSTRUMENT
Name,Model,Number
Brewer-Mast,730-10,na

#LOCATION
Latitude,Longitude,Height
47.8,11.0,976.

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2018-02-12,05:56:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLcode,ObsType,Instrument,Number
359.9,2,377.1,1.037,391.0,0,0,Dobson,104

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesgroundO3
RS92-AGP,,,,no correction,bubbler,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
896.46,2.62,-2.7,2.9,261.,0,0.,976.0,98.,20.3
891.45,3.03,-3.4,6.5,121.,0,10.,1020.4,98.,20.2
885.32,2.85,-3.8,10.8,131.,0,20.,1075.0,98.,20.2
879.82,2.84,-4.2,11.5,134.,0,30.,1124.2,98.,20.2
875.46,2.89,-4.4,11.4,137.,0,40.,1163.4,99.,20.2
869.11,2.91,-4.9,12.0,138.,0,50.,1220.8,98.,20.2
863.70,2.88,-5.4,13.0,139.,0,60.,1269.9,98.,20.1
859.68,2.92,-5.8,13.2,140.,0,70.,1306.5,97.,20.1
856.68,2.92,-5.9,11.8,141.,0,80.,1333.9,96.,20.2
853.57,2.91,-6.1,10.2,138.,0,90.,1362.4,94.,20.2
850.55,2.92,-6.1,9.4,132.,0,100.,1390.2,94.,20.2
847.17,2.92,-6.3,9.4,125.,0,110.,1421.4,94.,20.2
843.96,2.91,-6.5,9.9,118.,0,120.,1451.1,94.,20.2
840.75,2.97,-6.7,10.3,114.,0,130.,1480.9,93.,20.2
837.58,2.95,-6.8,10.7,112.,0,140.,1510.4,91.,20.2
833.93,2.99,-7.1,10.8,112.,0,150.,1544.5,91.,20.2
830.51,3.07,-7.2,10.7,114.,0,160.,1576.6,90.,20.2
825.99,3.10,-7.3,10.9,119.,0,170.,1619.2,90.,20.3
