* File generated by WRT_WOUDC,Ver. Mar-2010
* 'na' means not available

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2018-03-15,DWD-MOHp,0.0,wolfgang.steinbrecht@dwd.de

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,099,Hohenpeissenberg,DEU,10962

#INSTRUMENT
Name,Model,Number
Brewer-Mast,730-10,na

#LOCATION
Latitude,Longitude,Height
47.8,11.0,976.

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2018-02-02,06:11:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLcode,ObsType,Instrument,Number
343.5,2,375.2,1.029,386.0,0,0,Dobson,104

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesgroundO3
RS92-AGP,,,,no correction,bubbler,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
893.56,1.68,-2.7,5.1,91.,0,0.,976.0,95.,20.5
886.61,1.77,-3.3,5.2,98.,0,10.,1037.9,98.,20.5
879.40,1.81,-3.5,7.0,98.,0,20.,1102.6,91.,20.5
873.47,1.91,-4.0,8.6,92.,0,30.,1156.0,90.,20.5
868.42,2.02,-4.1,9.6,269.,0,40.,1201.8,83.,20.5
862.56,2.16,-4.5,9.8,270.,0,50.,1255.2,87.,20.5
856.34,2.23,-5.0,9.8,91.,0,60.,1312.2,89.,20.5
850.14,2.30,-5.5,10.0,268.,0,70.,1369.3,94.,20.5
843.87,2.31,-6.0,10.4,263.,0,80.,1427.4,99.,20.5
837.93,2.35,-6.1,10.6,256.,0,90.,1482.8,98.,20.5
832.29,2.37,-6.5,11.0,249.,0,100.,1535.7,98.,20.5
826.89,2.39,-7.0,11.6,247.,0,110.,1586.5,100.,20.5
822.05,2.41,-6.8,12.1,248.,0,120.,1632.4,86.,20.5
816.94,2.41,-7.2,12.0,251.,0,130.,1681.1,86.,20.5
811.67,2.42,-7.6,11.7,255.,0,140.,1731.5,87.,20.5
806.53,2.43,-8.1,11.3,257.,0,150.,1780.9,90.,20.5
801.21,2.43,-8.5,10.6,255.,0,160.,1832.4,95.,20.5
795.51,2.40,-9.0,10.0,251.,0,170.,1887.7,98.,20.5
790.60,2.38,-9.5,10.1,247.,0,180.,1935.7,100.,20.5
785.83,2.40,-9.8,10.6,245.,0,190.,1982.4,100.,20.5
781.50,2.41,-10.1,10.6,245.,0,200.,2025.1,100.,20.5
776.81,2.43,-10.4,10.4,248.,0,210.,2071.5,100.,20.5
772.08,2.42,-10.5,10.7,251.,0,220.,2118.6,95.,20.5
767.07,2.40,-10.8,11.3,252.,0,230.,2168.7,92.,20.5
762.45,2.39,-11.2,11.8,253.,0,240.,2215.1,91.,20.5
757.73,2.40,-11.5,11.9,256.,0,250.,2262.8,85.,20.5
751.59,2.43,-11.9,11.8,255.,0,260.,2325.2,79.,20.5
745.70,2.44,-12.3,11.8,250.,0,270.,2385.4,86.,20.5
741.18,2.42,-12.7,12.1,246.,0,280.,2431.8,88.,20.5
736.51,2.38,-13.1,11.7,248.,0,290.,2480.1,90.,20.5
731.89,2.34,-13.6,10.2,248.,0,300.,2528.0,93.,20.5
727.39,2.30,-14.0,9.0,247.,0,310.,2574.9,94.,20.5
723.13,2.29,-14.3,8.8,250.,0,320.,2619.5,96.,20.5
718.51,2.27,-14.5,8.7,260.,0,330.,2668.1,90.,20.5
714.26,2.24,-14.8,8.8,269.,0,340.,2713.1,87.,20.5
709.85,2.26,-15.0,8.9,91.,0,350.,2760.0,77.,20.5
705.49,2.27,-15.4,9.0,90.,0,360.,2806.6,72.,20.5
700.97,2.31,-15.8,9.0,269.,0,370.,2855.1,61.,20.5
696.79,2.40,-16.0,8.8,92.,0,380.,2900.2,45.,20.5
692.15,2.46,-15.9,7.8,102.,0,390.,2950.5,20.,20.5
688.14,2.55,-15.7,6.7,113.,0,400.,2994.3,11.,20.5
684.11,2.58,-15.6,6.3,119.,0,410.,3038.7,10.,20.5
680.31,2.58,-16.0,6.7,112.,0,420.,3080.6,10.,20.5
676.36,2.58,-16.4,7.9,103.,0,430.,3124.5,10.,20.5
672.61,2.56,-16.7,9.6,103.,0,440.,3166.3,14.,20.5
668.58,2.56,-17.1,10.5,109.,0,450.,3211.4,14.,20.5
664.46,2.56,-17.4,10.2,112.,0,460.,3257.7,13.,20.5
660.53,2.55,-17.7,9.5,108.,0,470.,3302.1,13.,20.5
656.64,2.52,-18.0,9.5,105.,0,480.,3346.3,10.,20.5
652.87,2.51,-18.3,10.2,108.,0,490.,3389.3,10.,20.5
649.21,2.49,-18.7,10.5,115.,0,500.,3431.3,9.,20.5
645.29,2.48,-18.9,9.9,115.,0,510.,3476.4,10.,20.5
641.14,2.48,-19.3,9.3,107.,0,520.,3524.4,11.,20.5
637.09,2.48,-19.7,9.6,101.,0,530.,3571.5,12.,20.5
632.69,2.45,-20.1,9.9,101.,0,540.,3622.9,14.,20.5
627.89,2.43,-20.4,9.6,102.,0,550.,3679.3,11.,20.5
623.51,2.42,-20.8,9.2,98.,0,560.,3731.1,10.,20.5
618.64,2.41,-21.3,9.3,93.,0,570.,3789.0,10.,20.5
614.57,2.39,-21.8,9.7,93.,0,580.,3837.7,10.,20.5
610.51,2.39,-22.2,10.1,96.,0,590.,3886.4,11.,20.5
606.51,2.37,-22.6,10.3,96.,0,600.,3934.7,11.,20.5
602.67,2.36,-23.0,10.8,95.,0,610.,3981.3,11.,20.5
598.87,2.35,-23.5,10.9,97.,0,620.,4027.6,11.,20.5
595.11,2.32,-23.8,9.9,98.,0,630.,4073.6,11.,20.5
591.23,2.31,-24.2,8.7,92.,0,640.,4121.3,11.,20.5
586.35,2.30,-24.8,8.5,262.,0,650.,4181.7,12.,20.5
582.30,2.35,-25.3,9.4,253.,0,660.,4232.1,12.,20.5
578.15,2.28,-25.6,10.8,249.,0,670.,4284.0,10.,20.5
574.34,2.28,-25.9,11.9,252.,0,680.,4331.9,10.,20.4
570.49,2.27,-26.3,12.1,256.,0,690.,4380.6,10.,20.5
566.56,2.27,-26.7,11.4,257.,0,700.,4430.5,11.,20.4
562.76,2.29,-27.1,11.3,252.,0,710.,4479.1,13.,20.4
558.76,2.29,-27.5,12.9,246.,0,720.,4530.4,19.,20.4
554.61,2.29,-27.9,15.3,244.,0,730.,4584.0,31.,20.4
549.81,2.31,-28.4,17.1,244.,0,740.,4646.4,45.,20.4
545.40,2.31,-28.9,18.3,242.,0,750.,4704.1,47.,20.4
540.51,2.31,-28.8,19.3,237.,0,760.,4768.6,67.,20.4
535.27,2.34,-29.4,20.4,231.,0,770.,4838.2,70.,20.4
530.98,2.37,-28.7,21.8,226.,0,780.,4895.8,78.,20.4
525.90,2.40,-29.3,22.7,223.,0,790.,4964.5,80.,20.4
521.21,2.41,-29.4,22.1,221.,0,800.,5028.5,77.,20.3
517.21,2.41,-29.9,21.0,220.,0,810.,5083.5,76.,20.3
513.70,2.40,-30.2,21.0,219.,0,820.,5132.0,76.,20.3
510.24,2.40,-30.6,22.0,222.,0,830.,5180.1,71.,20.3
506.69,2.39,-31.1,22.7,227.,0,840.,5229.6,72.,20.3
503.29,2.38,-31.4,23.4,230.,0,850.,5277.3,71.,20.3
499.98,2.38,-31.3,24.7,231.,0,860.,5324.1,69.,20.3
496.85,2.35,-31.3,26.0,232.,0,870.,5368.6,68.,20.3
494.03,2.32,-31.4,26.8,233.,0,880.,5408.9,67.,20.3
491.23,2.34,-31.4,28.5,233.,0,890.,5449.2,67.,20.3
488.09,2.31,-31.5,30.5,232.,0,900.,5494.6,65.,20.2
485.59,2.21,-31.7,31.2,231.,0,910.,5530.9,65.,20.3
482.72,2.12,-31.8,30.9,230.,0,920.,5572.8,67.,20.2
479.52,2.09,-32.0,31.4,229.,0,930.,5619.9,67.,20.2
476.48,2.06,-32.3,32.5,227.,0,940.,5664.8,66.,20.2
473.30,2.03,-32.7,32.5,226.,0,950.,5712.0,67.,20.2
470.54,2.03,-33.0,31.6,225.,0,960.,5753.1,67.,20.2
467.93,2.01,-33.3,31.7,225.,0,970.,5792.3,69.,20.1
465.29,2.01,-33.7,32.6,226.,0,980.,5832.0,68.,20.1
462.18,2.00,-34.1,32.6,228.,0,990.,5879.0,68.,20.1
459.55,2.00,-34.5,32.0,228.,0,1000.,5918.9,70.,20.0
457.14,2.01,-34.8,32.1,227.,0,1010.,5955.7,70.,20.0
454.36,2.03,-35.1,33.2,227.,0,1020.,5998.2,70.,20.0
451.74,2.07,-35.4,34.2,228.,0,1030.,6038.5,69.,20.0
448.62,2.05,-35.6,34.9,230.,0,1040.,6086.8,69.,19.9
445.56,2.01,-35.8,35.6,230.,0,1050.,6134.4,70.,19.9
442.53,2.01,-36.1,36.7,229.,0,1060.,6181.8,72.,19.9
439.14,2.00,-36.4,37.4,226.,0,1070.,6235.2,73.,19.9
435.11,1.94,-36.5,37.1,224.,0,1080.,6299.1,74.,19.9
431.32,1.89,-36.9,36.1,224.,0,1090.,6359.7,70.,19.9
428.34,1.85,-37.3,35.8,224.,0,1100.,6407.7,63.,19.8
424.95,1.85,-37.8,36.0,223.,0,1110.,6462.5,70.,19.8
421.31,1.84,-38.3,36.1,221.,0,1120.,6521.7,68.,19.8
418.10,1.80,-38.8,36.4,218.,0,1130.,6574.3,73.,19.7
414.89,1.78,-39.4,37.1,217.,0,1140.,6627.1,75.,19.7
411.42,1.77,-39.8,37.9,218.,0,1150.,6684.6,70.,19.7
407.81,1.76,-40.4,38.3,219.,0,1160.,6744.8,68.,19.7
404.16,1.76,-40.9,38.3,219.,0,1170.,6806.0,74.,19.6
400.91,1.75,-41.4,38.2,217.,0,1180.,6860.9,73.,19.6
397.49,1.75,-41.8,38.3,217.,0,1190.,6919.0,74.,19.6
