* File generated by WRT_WOUDC,Ver. Mar-2010
* 'na' means not available

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2018-03-15,DWD-MOHp,0.0,wolfgang.steinbrecht@dwd.de

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,099,Hohenpeissenberg,DEU,10962

#INSTRUMENT
Name,Model,Number
Brewer-Mast,730-10,na

#LOCATION
Latitude,Longitude,Height
47.8,11.0,976.

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2018-02-28,06:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLcode,ObsType,Instrument,Number
344.5,2,406.6,1.190,484.0,0,0,Dobson,104

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesgroundO3
RS92-AGP,,,,no correction,bubbler,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
896.92,1.94,-17.1,,,0,0.,976.0,85.,19.6
891.68,2.10,-17.1,,,0,10.,1020.0,92.,19.6
886.54,2.25,-15.6,,,0,20.,1063.5,71.,19.5
881.68,2.55,-15.5,,,0,30.,1105.0,66.,19.4
875.58,2.77,-15.8,,,0,40.,1157.4,67.,19.3
869.74,2.89,-15.9,,,0,50.,1207.8,68.,19.3
863.50,2.95,-15.9,,,0,60.,1262.1,66.,19.1
857.23,2.99,-16.2,,,0,70.,1317.0,64.,19.1
851.70,3.06,-16.0,,,0,80.,1365.8,58.,19.1
845.05,3.15,-16.0,,,0,90.,1424.8,53.,19.0
838.49,3.23,-16.2,,,0,100.,1483.5,54.,18.9
832.29,3.35,-15.8,,,0,110.,1539.5,54.,18.9
826.16,3.43,-16.2,,,0,120.,1595.2,55.,18.9
820.15,3.51,-16.4,,,0,130.,1650.1,52.,18.9
814.16,3.55,-16.7,,,0,140.,1705.2,52.,19.0
808.42,3.56,-17.1,,,0,150.,1758.4,55.,19.0
803.86,3.60,-16.8,,,0,160.,1800.8,51.,19.0
797.96,3.62,-16.8,,,0,170.,1856.2,44.,19.0
792.14,3.65,-17.1,,,0,180.,1911.1,44.,18.9
787.13,3.69,-17.3,,,0,190.,1958.7,45.,18.9
781.55,3.70,-17.6,,,0,200.,2012.0,44.,18.9
776.02,3.75,-17.5,,,0,210.,2065.2,41.,18.9
771.27,3.73,-17.8,,,0,220.,2111.2,42.,18.9
766.06,3.71,-18.1,,,0,230.,2161.8,43.,18.8
760.75,3.71,-18.3,,,0,240.,2213.8,45.,18.8
756.42,3.65,-18.3,,,0,250.,2256.4,45.,18.8
751.60,3.64,-18.4,,,0,260.,2304.1,46.,18.8
745.67,3.60,-18.4,,,0,270.,2363.3,45.,18.7
740.19,3.51,-18.9,,,0,280.,2418.3,46.,18.7
735.56,3.49,-19.3,,,0,290.,2465.0,47.,18.7
730.57,3.42,-19.7,,,0,300.,2515.6,48.,18.7
725.49,3.38,-20.1,,,0,310.,2567.3,48.,18.7
721.27,3.33,-20.4,,,0,320.,2610.6,47.,18.7
716.94,3.31,-20.8,,,0,330.,2655.1,49.,18.6
711.81,3.30,-21.1,,,0,340.,2708.2,51.,18.6
706.01,3.25,-21.6,,,0,350.,2768.6,51.,18.6
701.81,3.23,-21.8,,,0,360.,2812.5,48.,18.5
697.88,3.20,-22.0,,,0,370.,2853.9,51.,18.5
693.82,3.17,-22.0,,,0,380.,2896.8,46.,18.6
689.73,3.14,-22.3,,,0,390.,2940.3,48.,18.6
685.93,3.13,-22.3,,,0,400.,2980.9,49.,18.6
681.56,3.11,-22.4,,,0,410.,3027.8,48.,18.5
676.60,3.08,-22.9,,,0,420.,3081.4,49.,18.5
669.96,3.05,-23.2,,,0,430.,3153.7,47.,18.4
665.19,3.02,-23.0,,,0,440.,3206.1,45.,18.3
660.77,3.00,-23.3,,,0,450.,3254.9,46.,18.4
656.29,2.96,-23.5,,,0,460.,3304.7,45.,18.4
651.10,2.95,-23.7,,,0,470.,3362.7,45.,18.3
646.87,2.94,-24.0,,,0,480.,3410.3,45.,18.3
642.44,2.92,-24.4,,,0,490.,3460.4,46.,18.3
638.04,2.90,-24.8,,,0,500.,3510.5,47.,18.3
633.85,2.89,-25.1,,,0,510.,3558.4,48.,18.3
629.41,2.88,-25.3,,,0,520.,3609.5,47.,18.3
625.29,2.87,-25.5,,,0,530.,3657.1,46.,18.3
621.35,2.86,-25.4,,,0,540.,3703.0,46.,18.3
617.54,2.85,-25.0,,,0,550.,3747.7,40.,18.2
613.83,2.87,-25.3,,,0,560.,3791.5,38.,18.2
609.66,2.89,-25.6,,,0,570.,3840.9,42.,18.2
605.85,2.89,-25.9,,,0,580.,3886.4,41.,18.2
601.78,2.88,-26.0,,,0,590.,3935.2,45.,18.2
598.06,2.85,-26.1,,,0,600.,3980.1,51.,18.1
594.28,2.82,-26.3,,,0,610.,4025.9,52.,18.1
590.09,2.79,-26.5,,,0,620.,4077.1,51.,18.1
585.37,2.75,-26.6,,,0,630.,4135.1,47.,18.0
580.88,2.71,-26.7,,,0,640.,4190.7,45.,18.0
576.68,2.70,-26.8,,,0,650.,4243.1,43.,18.0
572.81,2.70,-27.0,,,0,660.,4291.7,42.,18.0
569.23,2.73,-27.3,,,0,670.,4336.9,43.,18.0
565.17,2.71,-27.7,,,0,680.,4388.4,43.,18.0
561.34,2.71,-28.1,,,0,690.,4437.2,43.,17.9
557.10,2.73,-28.5,,,0,700.,4491.6,43.,17.9
553.29,2.73,-28.8,,,0,710.,4540.8,43.,17.9
549.68,2.74,-28.9,,,0,720.,4587.6,41.,17.9
545.98,2.74,-29.1,,,0,730.,4635.9,42.,17.8
542.23,2.76,-29.5,,,0,740.,4685.2,42.,17.8
538.69,2.76,-29.8,,,0,750.,4731.9,41.,17.7
534.49,2.77,-30.1,,,0,760.,4787.7,40.,17.7
530.26,2.79,-30.5,,,0,770.,4844.2,37.,17.7
526.99,2.80,-30.9,,,0,780.,4888.1,38.,17.7
523.56,2.79,-31.1,,,0,790.,4934.4,37.,17.6
520.26,2.77,-31.1,,,0,800.,4979.3,35.,17.6
516.96,2.80,-31.1,,,0,810.,5024.4,31.,17.5
513.80,2.86,-31.3,,,0,820.,5067.8,29.,17.5
510.48,2.92,-31.4,,,0,830.,5113.8,28.,17.4
507.13,2.94,-31.8,,,0,840.,5160.4,28.,17.4
503.53,2.96,-32.2,,,0,850.,5210.7,21.,17.4
498.71,2.92,-32.4,,,0,860.,5278.5,13.,17.3
495.40,2.89,-32.8,,,0,870.,5325.5,13.,17.2
491.81,2.87,-33.2,,,0,880.,5376.6,13.,17.2
488.72,2.83,-33.6,,,0,890.,5420.9,13.,17.2
485.48,2.81,-34.0,,,0,900.,5467.5,14.,17.3
482.22,2.80,-34.4,,,0,910.,5514.7,14.,17.2
478.71,2.77,-34.8,,,0,920.,5565.7,15.,17.2
474.80,2.76,-35.4,,,0,930.,5622.9,15.,17.2
471.61,2.74,-35.8,,,0,940.,5669.8,16.,17.2
468.34,2.71,-36.3,,,0,950.,5718.1,16.,17.1
