* File generated by WRT_WOUDC,Ver. Mar-2010
* 'na' means not available

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2018-03-15,DWD-MOHp,0.0,wolfgang.steinbrecht@dwd.de

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,099,Hohenpeissenberg,DEU,10962

#INSTRUMENT
Name,Model,Number
Brewer-Mast,730-10,na

#LOCATION
Latitude,Longitude,Height
47.8,11.0,976.

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2018-02-19,05:52:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLcode,ObsType,Instrument,Number
331.8,2,366.7,1.058,388.0,

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesgroundO3
RS92-AGP,,,,no correction,bubbler,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
903.88,1.81,-4.7,2.0,190.,0,0.,976.0,96.,18.9
897.38,1.89,-5.6,2.0,207.,0,10.,1032.8,97.,18.9
890.78,1.97,-6.0,2.4,217.,0,20.,1090.7,98.,18.9
884.92,1.99,-6.5,2.5,233.,0,30.,1142.3,98.,18.9
879.21,2.05,-6.8,2.4,248.,0,40.,1192.9,98.,18.9
874.15,2.08,-7.1,2.3,250.,0,50.,1238.0,99.,18.9
867.99,2.12,-7.6,2.0,239.,0,60.,1293.2,99.,18.9
862.04,2.15,-7.6,1.0,192.,0,70.,1346.7,99.,18.9
856.48,2.18,-6.8,1.8,112.,0,80.,1397.2,96.,18.8
850.50,2.27,-6.4,2.4,99.,0,90.,1452.0,88.,18.8
844.01,2.36,-6.5,1.6,98.,0,100.,1511.9,85.,18.8
837.67,2.45,-6.6,0.4,146.,0,110.,1570.9,78.,18.8
831.87,2.55,-6.7,1.0,226.,0,120.,1625.2,79.,18.8
826.24,2.63,-6.7,1.5,224.,0,130.,1678.3,77.,18.8
820.72,2.70,-6.9,1.4,209.,0,140.,1730.6,75.,18.7
815.47,2.80,-6.7,1.4,176.,0,150.,1780.8,72.,18.7
810.49,2.98,-6.2,1.5,145.,0,160.,1828.7,68.,18.7
805.13,3.09,-6.0,1.7,119.,0,170.,1880.6,66.,18.7
799.60,3.23,-6.0,2.1,110.,0,180.,1934.6,62.,18.7
794.05,3.36,-6.2,2.4,112.,0,190.,1989.2,60.,18.6
788.54,3.45,-6.7,2.2,113.,0,200.,2043.6,62.,18.6
783.36,3.48,-7.0,1.8,108.,0,210.,2095.1,62.,18.6
778.06,3.50,-7.5,1.9,90.,0,220.,2148.0,63.,18.7
772.82,3.53,-7.8,2.8,254.,0,230.,2200.6,57.,18.7
767.92,3.60,-7.7,3.8,251.,0,240.,2250.1,34.,18.7
763.10,3.71,-7.5,4.4,254.,0,250.,2299.1,27.,18.7
758.17,3.79,-7.5,5.1,261.,0,260.,2349.6,29.,18.7
753.26,3.84,-7.4,6.3,270.,0,270.,2400.2,24.,18.7
748.92,3.88,-7.4,7.8,95.,0,280.,2445.2,18.,18.7
744.15,3.93,-7.5,9.0,98.,0,290.,2494.9,13.,18.6
740.00,3.90,-7.5,9.7,99.,0,300.,2538.4,6.,18.7
735.50,3.91,-7.6,9.6,99.,0,310.,2585.9,4.,18.6
730.50,3.94,-7.8,9.2,97.,0,320.,2638.9,3.,18.7
725.55,3.91,-8.2,9.3,94.,0,330.,2691.7,3.,18.6
720.66,3.85,-8.5,9.7,93.,0,340.,2744.2,2.,18.6
716.26,3.83,-8.8,10.0,92.,0,350.,2791.6,2.,18.6
711.35,3.75,-9.0,9.9,269.,0,360.,2844.9,2.,18.6
706.88,3.64,-9.3,9.7,262.,0,370.,2893.6,2.,18.6
702.12,3.52,-9.8,9.9,260.,0,380.,2945.8,2.,18.6
697.79,3.45,-10.1,10.3,262.,0,390.,2993.5,2.,18.6
692.79,3.34,-10.6,10.7,265.,0,400.,3048.8,2.,18.6
688.84,3.32,-10.9,10.6,265.,0,410.,3092.8,2.,18.5
684.20,3.28,-11.3,9.9,261.,0,420.,3144.7,2.,18.5
679.20,3.28,-11.6,9.3,254.,0,430.,3200.9,1.,18.6
675.38,3.29,-11.9,9.0,252.,0,440.,3244.1,1.,18.5
670.95,3.30,-12.4,8.8,257.,0,450.,3294.4,1.,18.5
667.02,3.29,-12.7,8.9,261.,0,460.,3339.2,1.,18.5
662.94,3.29,-13.0,9.5,259.,0,470.,3386.0,1.,18.5
659.01,3.28,-13.4,9.9,257.,0,480.,3431.3,1.,18.5
654.80,3.30,-13.8,9.8,259.,0,490.,3480.0,1.,18.5
649.59,3.29,-14.3,9.4,262.,0,500.,3540.6,1.,18.4
645.04,3.27,-14.7,8.8,262.,0,510.,3593.9,1.,18.4
640.67,3.27,-15.1,7.8,257.,0,520.,3645.3,1.,18.4
636.06,3.24,-15.5,7.1,252.,0,530.,3699.9,2.,18.5
631.67,3.25,-15.8,6.8,251.,0,540.,3752.1,1.,18.4
625.77,3.23,-16.3,7.0,254.,0,550.,3822.8,1.,18.4
621.08,3.21,-16.8,7.3,254.,0,560.,3879.3,1.,18.4
616.95,3.16,-17.2,7.3,249.,0,570.,3929.4,2.,18.4
612.78,3.13,-17.6,7.1,243.,0,580.,3980.2,2.,18.4
607.84,3.10,-18.1,6.7,237.,0,590.,4040.7,2.,18.4
603.06,3.06,-18.6,6.1,230.,0,600.,4099.6,2.,18.4
599.18,3.12,-18.4,6.2,225.,0,610.,4147.8,3.,18.3
595.02,3.36,-18.6,7.0,224.,0,620.,4199.7,3.,18.3
590.14,3.47,-18.3,8.2,221.,0,630.,4261.2,2.,18.3
586.51,3.40,-18.4,9.2,217.,0,640.,4307.2,2.,18.3
582.22,3.29,-18.6,9.9,214.,0,650.,4362.0,3.,18.3
578.35,3.15,-19.1,9.9,209.,0,660.,4411.7,3.,18.3
574.06,3.06,-19.6,9.8,201.,0,670.,4467.0,3.,18.2
569.27,2.94,-20.1,9.8,194.,0,680.,4529.2,4.,18.3
564.82,2.84,-20.2,9.3,190.,0,690.,4587.3,4.,18.2
560.66,2.78,-20.4,7.6,188.,0,700.,4642.1,6.,18.2
556.66,2.74,-20.4,6.1,189.,0,710.,4695.1,20.,18.2
553.32,2.69,-20.7,6.0,193.,0,720.,4739.6,33.,18.2
549.94,2.61,-21.2,6.3,196.,0,730.,4784.9,36.,18.2
545.62,2.57,-21.7,5.6,200.,0,740.,4843.1,37.,18.1
541.81,2.54,-22.2,5.0,206.,0,750.,4894.7,38.,18.1
538.02,2.51,-22.7,5.3,207.,0,760.,4946.2,40.,18.1
534.59,2.49,-23.2,5.5,204.,0,770.,4993.1,42.,18.1
531.20,2.47,-23.6,5.4,203.,0,780.,5039.7,46.,18.1
526.49,2.40,-24.2,6.2,202.,0,790.,5104.7,52.,18.1
522.96,2.34,-24.7,7.7,197.,0,800.,5153.7,56.,18.0
519.77,2.26,-25.1,8.2,192.,0,810.,5198.2,61.,18.0
516.69,2.23,-25.5,7.2,187.,0,820.,5241.4,63.,18.0
513.57,2.16,-25.9,6.0,179.,0,830.,5285.3,64.,18.0
509.72,2.09,-26.4,5.7,174.,0,840.,5339.8,63.,18.0
506.57,2.05,-26.8,6.1,181.,0,850.,5384.5,65.,17.9
503.21,2.03,-27.2,7.0,189.,0,860.,5432.5,66.,17.9
500.23,2.01,-27.6,7.8,190.,0,870.,5475.3,66.,17.9
496.69,2.00,-28.0,7.9,187.,0,880.,5526.4,66.,17.9
493.17,1.98,-28.5,7.6,184.,0,890.,5577.4,66.,17.9
489.42,1.96,-28.9,7.4,183.,0,900.,5632.1,65.,17.9
486.39,1.95,-29.4,7.6,185.,0,910.,5676.5,68.,17.9
483.43,1.94,-29.7,7.7,190.,0,920.,5720.0,65.,17.8
