* File generated by WRT_WOUDC,Ver. Mar-2010
* 'na' means not available

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2018-03-15,DWD-MOHp,0.0,wolfgang.steinbrecht@dwd.de

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,099,Hohenpeissenberg,DEU,10962

#INSTRUMENT
Name,Model,Number
Brewer-Mast,730-10,na

#LOCATION
Latitude,Longitude,Height
47.8,11.0,976.

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2018-02-05,05:52:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLcode,ObsType,Instrument,Number
330.6,2,352.0,1.080,380.0,0,0,Dobson,104

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesgroundO3
RS92-AGP,,,,no correction,bubbler,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
904.48,1.22,-5.9,4.2,242.,0,0.,976.0,99.,19.3
899.22,1.33,-6.8,4.7,258.,0,10.,1021.7,98.,19.3
893.73,1.45,-6.0,4.8,91.,0,20.,1069.6,91.,19.2
887.93,1.67,-5.4,4.9,97.,0,30.,1120.7,79.,19.3
883.18,1.95,-5.0,5.1,101.,0,40.,1162.8,77.,19.3
877.37,2.17,-4.4,5.4,112.,0,50.,1214.8,63.,19.3
871.99,2.39,-3.1,5.7,123.,0,60.,1263.4,46.,19.3
866.05,2.59,-3.4,5.8,128.,0,70.,1317.4,46.,19.3
859.64,2.71,-3.5,5.8,128.,0,80.,1376.2,42.,19.3
853.20,2.82,-3.8,5.9,127.,0,90.,1435.6,41.,19.3
847.40,2.89,-4.2,5.8,122.,0,100.,1489.4,41.,19.3
840.84,2.95,-4.5,5.8,116.,0,110.,1550.7,41.,19.3
834.92,2.99,-4.7,5.7,113.,0,120.,1606.3,39.,19.3
829.09,3.03,-5.1,5.4,116.,0,130.,1661.4,41.,19.3
823.08,3.06,-5.6,5.0,119.,0,140.,1718.5,43.,19.3
817.16,3.07,-6.0,4.6,117.,0,150.,1775.1,45.,19.3
812.15,3.07,-6.3,4.3,111.,0,160.,1823.2,46.,19.3
806.19,3.08,-6.5,3.6,104.,0,170.,1880.8,47.,19.3
800.72,3.09,-6.9,2.6,100.,0,180.,1934.0,49.,19.3
795.09,3.11,-7.4,1.5,105.,0,190.,1989.0,52.,19.3
789.62,3.12,-7.8,0.4,166.,0,200.,2042.7,54.,19.3
784.77,3.11,-8.1,1.3,262.,0,210.,2090.6,56.,19.3
781.04,3.10,-8.4,2.0,94.,0,220.,2127.6,58.,19.2
775.93,3.08,-8.8,2.0,97.,0,230.,2178.6,61.,19.2
771.08,3.07,-9.2,2.2,90.,0,240.,2227.1,62.,19.2
766.32,3.04,-9.5,3.2,259.,0,250.,2275.0,63.,19.2
761.24,3.00,-9.8,5.1,253.,0,260.,2326.4,63.,19.2
757.17,2.97,-10.0,7.0,253.,0,270.,2367.8,63.,19.2
753.12,2.96,-10.3,8.2,252.,0,280.,2409.1,63.,19.2
748.51,2.93,-10.4,9.1,250.,0,290.,2456.4,63.,19.2
744.32,2.90,-10.8,9.7,249.,0,300.,2499.6,64.,19.2
739.87,2.88,-11.2,9.1,247.,0,310.,2545.7,65.,19.2
735.56,2.86,-11.6,7.6,244.,0,320.,2590.5,67.,19.2
731.91,2.84,-11.9,6.4,241.,0,330.,2628.7,67.,19.2
728.05,2.84,-12.2,6.3,241.,0,340.,2669.1,68.,19.2
724.30,2.84,-12.5,7.0,239.,0,350.,2708.6,67.,19.2
720.60,2.87,-12.9,7.5,239.,0,360.,2747.7,68.,19.1
716.73,2.90,-13.2,7.4,245.,0,370.,2788.8,68.,19.1
711.64,2.93,-13.4,7.2,259.,0,380.,2843.1,80.,19.1
707.25,2.93,-13.8,7.8,91.,0,390.,2890.2,81.,19.1
703.46,2.93,-13.9,8.8,94.,0,400.,2931.0,78.,19.1
699.07,2.91,-14.4,9.3,91.,0,410.,2978.5,81.,19.1
694.84,2.93,-14.8,9.4,262.,0,420.,3024.5,82.,19.1
690.96,2.94,-15.1,9.2,250.,0,430.,3066.9,83.,19.1
687.30,2.97,-15.5,8.7,242.,0,440.,3107.1,84.,19.1
683.22,2.99,-16.0,8.4,239.,0,450.,3152.0,85.,19.1
679.40,3.01,-16.4,8.3,241.,0,460.,3194.2,86.,19.1
674.87,3.06,-16.8,8.1,241.,0,470.,3244.6,87.,19.1
670.68,3.07,-17.1,8.1,239.,0,480.,3291.3,86.,19.1
666.79,3.11,-17.5,8.7,237.,0,490.,3335.0,85.,19.1
662.78,3.10,-17.9,9.6,238.,0,500.,3380.1,86.,19.1
658.99,3.13,-18.3,9.9,241.,0,510.,3423.0,88.,19.1
654.40,3.14,-18.7,9.4,245.,0,520.,3475.2,91.,19.1
650.20,3.13,-19.2,8.7,248.,0,530.,3523.1,92.,19.1
646.60,3.10,-18.7,8.4,246.,0,540.,3564.5,65.,19.1
642.78,3.08,-19.1,8.2,242.,0,550.,3608.7,65.,19.1
638.86,3.08,-19.4,7.9,241.,0,560.,3654.2,65.,19.1
634.41,3.08,-19.9,7.7,248.,0,570.,3706.1,66.,19.0
630.43,3.04,-20.3,8.3,257.,0,580.,3752.8,66.,19.0
626.89,3.01,-20.7,9.7,259.,0,590.,3794.5,66.,19.0
623.04,2.99,-20.9,11.0,257.,0,600.,3840.0,64.,19.0
619.09,2.96,-21.2,11.9,257.,0,610.,3887.0,64.,19.0
614.88,2.95,-21.5,12.6,259.,0,620.,3937.4,63.,19.0
610.37,2.94,-21.8,13.4,260.,0,630.,3991.6,61.,19.0
606.76,2.94,-22.2,13.7,261.,0,640.,4035.3,61.,19.0
603.06,2.94,-22.5,13.0,265.,0,650.,4080.2,58.,19.0
598.75,2.91,-22.5,12.5,269.,0,660.,4132.9,49.,19.0
593.80,2.87,-23.0,13.4,269.,0,670.,4193.8,48.,19.0
589.48,2.84,-23.3,15.0,264.,0,680.,4247.3,40.,18.9
586.21,2.84,-23.4,16.3,261.,0,690.,4288.0,36.,18.8
582.76,2.84,-23.7,16.8,261.,0,700.,4331.2,39.,18.8
579.22,2.84,-24.0,16.9,264.,0,710.,4375.7,47.,18.7
575.38,2.80,-24.2,17.3,267.,0,720.,4424.2,62.,18.8
571.08,2.74,-24.4,18.2,269.,0,730.,4478.9,78.,18.8
566.13,2.69,-24.9,19.4,267.,0,740.,4542.3,77.,18.8
562.44,2.63,-25.3,20.0,266.,0,750.,4589.8,78.,18.8
558.81,2.62,-25.7,19.7,267.,0,760.,4636.8,79.,18.8
