* File generated by WRT_WOUDC,Ver. Mar-2010
* 'na' means not available

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2018-03-15,DWD-MOHp,0.0,wolfgang.steinbrecht@dwd.de

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,099,Hohenpeissenberg,DEU,10962

#INSTRUMENT
Name,Model,Number
Brewer-Mast,730-10,na

#LOCATION
Latitude,Longitude,Height
47.8,11.0,976.

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2018-02-23,05:52:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLcode,ObsType,Instrument,Number
302.6,2,323.6,1.149,372.0,

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesgroundO3
RS92-AGP,,,,no correction,bubbler,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
897.38,1.90,-7.3,4.2,233.,0,0.,976.0,92.,18.9
890.94,2.02,-8.5,4.8,240.,0,10.,1032.0,98.,19.0
884.32,2.10,-8.9,5.1,241.,0,20.,1089.9,99.,18.9
876.69,2.17,-9.4,5.8,237.,0,30.,1157.0,99.,18.8
870.75,2.21,-9.8,6.7,234.,0,40.,1209.5,99.,18.8
865.35,2.23,-10.1,7.5,239.,0,50.,1257.5,99.,18.8
860.17,2.28,-10.5,8.2,251.,0,60.,1303.8,99.,18.8
855.27,2.29,-10.7,8.9,261.,0,70.,1347.8,99.,18.8
849.13,2.34,-10.7,8.7,268.,0,80.,1403.3,99.,18.7
843.63,2.44,-10.7,7.7,93.,0,90.,1453.3,99.,18.7
837.67,2.51,-10.9,6.8,98.,0,100.,1507.8,99.,18.7
831.80,2.57,-11.2,6.4,102.,0,110.,1561.9,99.,18.7
825.38,2.67,-11.7,6.9,103.,0,120.,1621.3,98.,18.7
819.36,2.77,-12.1,7.8,96.,0,130.,1677.4,98.,18.6
813.11,2.76,-9.9,8.8,267.,0,140.,1736.3,98.,18.6
807.22,2.91,-9.2,9.6,266.,0,150.,1792.5,91.,18.6
801.05,3.01,-8.5,10.5,92.,0,160.,1852.0,85.,18.6
795.43,3.14,-7.7,11.7,96.,0,170.,1906.7,80.,18.5
