* File generated by WRT_WOUDC,Ver. Mar-2010
* 'na' means not available

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2018-03-15,DWD-MOHp,0.0,wolfgang.steinbrecht@dwd.de

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,099,Hohenpeissenberg,DEU,10962

#INSTRUMENT
Name,Model,Number
Brewer-Mast,730-10,na

#LOCATION
Latitude,Longitude,Height
47.8,11.0,976.

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2018-02-16,05:53:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLcode,ObsType,Instrument,Number
259.2,2,302.7,1.209,366.0,

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesgroundO3
RS92-AGP,,,,no correction,bubbler,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
908.66,1.10,0.5,1.7,238.,0,0.,976.0,100.,21.1
903.37,1.29,0.3,1.4,171.,0,10.,1022.9,97.,21.1
898.53,1.49,0.1,1.5,153.,0,20.,1066.0,98.,21.1
894.35,1.73,0.0,1.3,148.,0,30.,1103.4,98.,21.0
889.79,1.99,-0.1,1.2,166.,0,40.,1144.4,98.,21.0
885.53,2.13,-0.3,1.5,199.,0,50.,1182.9,98.,21.0
881.43,2.26,-0.4,2.1,213.,0,60.,1220.1,98.,21.0
877.35,2.37,-0.4,2.1,207.,0,70.,1257.2,98.,21.0
873.15,2.60,-0.4,1.7,181.,0,80.,1295.7,98.,21.1
868.91,2.80,-0.4,1.5,159.,0,90.,1334.6,98.,21.1
864.87,3.08,-0.3,1.0,149.,0,100.,1372.0,98.,21.1
860.83,3.34,-0.5,1.0,260.,0,110.,1409.5,98.,21.1
856.77,3.41,-0.6,2.7,231.,0,120.,1447.3,98.,21.1
852.80,3.47,-0.7,3.8,226.,0,130.,1484.5,98.,21.1
848.92,3.51,-0.8,3.7,222.,0,140.,1521.0,97.,21.1
844.84,3.51,-1.0,3.5,210.,0,150.,1559.5,98.,21.1
840.90,3.52,-1.2,3.9,190.,0,160.,1596.8,98.,21.1
836.55,3.52,-1.4,4.1,163.,0,170.,1638.2,98.,21.1
832.42,3.49,-1.6,4.2,129.,0,180.,1677.7,98.,21.1
828.38,3.47,-1.8,4.7,101.,0,190.,1716.5,98.,21.1
824.14,3.41,-2.0,5.5,266.,0,200.,1757.3,98.,21.2
819.99,3.26,-2.0,6.6,259.,0,210.,1797.5,98.,21.2
815.83,2.99,-2.1,8.0,260.,0,220.,1838.0,98.,21.2
811.47,2.66,-2.2,9.2,261.,0,230.,1880.7,98.,21.2
807.20,2.36,-2.3,9.7,258.,0,240.,1922.6,98.,21.2
802.92,2.24,-2.4,9.9,250.,0,250.,1964.9,98.,21.2
798.49,2.19,-2.5,10.4,246.,0,260.,2008.9,98.,21.2
