* File generated by WRT_WOUDC,Ver. Mar-2010
* 'na' means not available

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2018-03-15,DWD-MOHp,0.0,wolfgang.steinbrecht@dwd.de

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,099,Hohenpeissenberg,DEU,10962

#INSTRUMENT
Name,Model,Number
Brewer-Mast,730-10,na

#LOCATION
Latitude,Longitude,Height
47.8,11.0,976.

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2018-02-26,05:59:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLcode,ObsType,Instrument,Number
404.8,2,428.3,1.107,474.0,0,0,Dobson,104

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesgroundO3
RS92-AGP,,,,no correction,bubbler,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
901.52,2.27,-15.9,,,0,0.,976.0,85.,18.2
895.70,2.39,-16.7,,,0,10.,1024.8,94.,18.4
889.34,2.51,-17.2,,,0,20.,1078.3,96.,18.3
884.29,2.56,-17.6,,,0,30.,1121.0,98.,18.3
878.33,2.62,-18.0,,,0,40.,1171.6,98.,18.4
872.72,2.69,-18.3,,,0,50.,1219.5,98.,18.3
867.71,2.76,-18.1,,,0,60.,1262.5,93.,18.4
862.18,3.04,-18.4,,,0,70.,1310.2,92.,18.3
856.20,3.21,-18.8,,,0,80.,1362.2,95.,18.3
849.51,3.30,-19.4,,,0,90.,1420.6,94.,18.3
844.11,3.38,-19.8,,,0,100.,1468.0,96.,18.3
838.56,3.44,-20.3,,,0,110.,1516.9,96.,18.3
832.05,3.50,-20.8,,,0,120.,1574.6,97.,18.3
826.47,3.56,-20.0,,,0,130.,1624.4,53.,18.3
819.32,3.66,-19.9,,,0,140.,1688.9,32.,18.3
812.94,3.78,-19.7,,,0,150.,1746.9,22.,18.3
806.31,3.87,-19.6,,,0,160.,1807.7,19.,18.3
799.93,3.90,-19.8,,,0,170.,1866.7,18.,18.3
793.24,3.93,-19.4,,,0,180.,1929.1,15.,18.3
786.96,3.96,-19.9,,,0,190.,1988.1,14.,18.3
780.67,4.00,-20.3,,,0,200.,2047.6,14.,18.3
774.78,4.03,-20.6,,,0,210.,2103.6,13.,18.3
768.63,4.05,-20.8,,,0,220.,2162.6,12.,18.3
761.99,4.08,-21.1,,,0,230.,2226.7,16.,18.3
755.93,4.12,-21.4,,,0,240.,2285.6,18.,18.2
750.12,4.16,-21.8,,,0,250.,2342.4,18.,18.2
744.24,4.19,-22.1,,,0,260.,2400.4,17.,18.2
738.03,4.14,-22.5,,,0,270.,2461.9,17.,18.2
732.27,4.08,-22.6,,,0,280.,2519.4,15.,18.2
726.55,4.05,-22.8,,,0,290.,2577.0,15.,18.2
720.91,4.01,-22.9,,,0,300.,2634.1,13.,18.2
715.91,3.96,-23.2,,,0,310.,2685.1,15.,18.2
710.63,3.95,-23.5,,,0,320.,2739.3,16.,18.2
706.41,3.88,-23.7,,,0,330.,2782.8,13.,18.2
702.35,3.87,-23.8,,,0,340.,2824.9,18.,18.1
698.54,3.85,-24.1,,,0,350.,2864.6,22.,18.1
694.46,3.85,-24.4,,,0,360.,2907.3,24.,18.1
690.42,3.85,-24.8,,,0,370.,2949.8,27.,18.1
685.55,3.85,-25.3,,,0,380.,3001.3,37.,18.1
681.16,3.90,-25.3,,,0,390.,3047.9,42.,18.1
676.76,3.94,-25.5,,,0,400.,3094.9,39.,18.1
672.87,3.91,-25.7,,,0,410.,3136.8,38.,18.1
668.10,3.91,-26.1,,,0,420.,3188.3,39.,18.1
664.36,4.00,-26.4,,,0,430.,3228.9,41.,18.0
661.00,3.94,-26.6,,,0,440.,3265.5,43.,18.0
657.76,3.88,-26.9,,,0,450.,3301.0,46.,18.0
654.52,3.86,-27.3,,,0,460.,3336.6,49.,18.0
651.23,3.85,-27.5,,,0,470.,3372.9,53.,18.0
647.79,3.84,-27.7,,,0,480.,3411.0,51.,18.0
644.15,3.87,-28.0,,,0,490.,3451.5,53.,17.9
640.36,3.90,-28.3,,,0,500.,3493.8,55.,17.9
636.05,3.93,-28.4,,,0,510.,3542.3,54.,17.9
632.34,3.88,-28.4,,,0,520.,3584.2,52.,17.9
627.51,3.95,-28.7,,,0,530.,3639.1,50.,18.0
623.61,4.01,-29.0,,,0,540.,3683.8,50.,17.9
619.88,3.95,-29.3,,,0,550.,3726.6,50.,17.9
616.35,3.96,-29.6,,,0,560.,3767.4,50.,17.9
612.86,3.94,-29.9,,,0,570.,3807.9,51.,17.9
609.31,3.88,-30.2,,,0,580.,3849.3,51.,17.9
604.79,3.85,-30.5,,,0,590.,3902.2,51.,17.9
600.34,3.77,-30.9,,,0,600.,3954.7,51.,17.9
596.49,3.74,-31.1,,,0,610.,4000.3,49.,17.8
592.62,3.71,-31.5,,,0,620.,4046.5,50.,17.8
587.99,3.67,-31.8,,,0,630.,4101.9,40.,17.8
583.51,3.63,-31.6,,,0,640.,4156.0,23.,17.8
579.62,3.60,-31.6,,,0,650.,4203.4,19.,17.8
575.94,3.65,-31.6,,,0,660.,4248.4,17.,17.8
572.25,3.70,-31.8,,,0,670.,4293.9,15.,17.8
568.58,3.71,-31.9,,,0,680.,4339.4,14.,17.7
564.97,3.78,-32.0,,,0,690.,4384.4,12.,17.7
561.39,3.86,-32.4,,,0,700.,4429.2,12.,17.7
557.80,3.87,-32.6,,,0,710.,4474.5,11.,17.7
554.13,3.88,-32.9,,,0,720.,4520.9,11.,17.7
550.43,3.88,-33.1,,,0,730.,4568.1,11.,17.7
546.88,3.92,-33.4,,,0,740.,4613.5,11.,17.7
543.25,3.95,-33.8,,,0,750.,4660.3,12.,17.6
539.73,3.94,-34.2,,,0,760.,4705.8,12.,17.6
536.14,3.91,-34.6,,,0,770.,4752.5,12.,17.6
532.51,3.85,-34.9,,,0,780.,4799.9,12.,17.6
528.79,3.86,-35.3,,,0,790.,4848.8,12.,17.6
525.03,3.86,-35.7,,,0,800.,4898.5,13.,17.6
521.36,3.77,-36.1,,,0,810.,4947.2,13.,17.6
517.59,3.65,-36.5,,,0,820.,4997.6,14.,17.6
514.31,3.54,-37.0,,,0,830.,5041.6,16.,17.5
510.36,3.33,-37.4,,,0,840.,5094.9,22.,17.5
506.96,3.21,-37.9,,,0,850.,5141.0,22.,17.5
502.95,3.14,-38.4,,,0,860.,5195.7,23.,17.5
499.60,3.03,-38.8,,,0,870.,5241.6,23.,17.4
496.46,2.99,-39.2,,,0,880.,5284.8,22.,17.4
493.17,2.93,-39.6,,,0,890.,5330.3,25.,17.4
489.94,2.86,-40.1,,,0,900.,5375.2,27.,17.4
486.79,2.82,-40.5,,,0,910.,5419.2,27.,17.3
483.01,2.81,-40.9,,,0,920.,5472.3,24.,17.3
478.48,2.84,-41.0,,,0,930.,5536.4,13.,17.3
474.04,3.00,-41.4,,,0,940.,5599.7,15.,17.4
470.47,3.07,-41.8,,,0,950.,5651.0,15.,17.3
467.10,3.15,-42.1,,,0,960.,5699.7,14.,17.3
463.87,3.20,-42.4,,,0,970.,5746.6,14.,17.3
460.73,3.20,-42.5,,,0,980.,5792.5,14.,17.2
457.57,3.20,-42.8,,,0,990.,5839.0,20.,17.2
